username|to|text|retweets|favorites|replies|id|permalink|author_id|date|formatted_date|mentions|hashtags|geo|urls
AlertaVR|sismos_dot_cl|#Sismo #SismoChile #Temblor 3.0 – 52 km al N de San Pedro de Atacama https://goo.gl/fb/StHmjE #Terremoto #Temblor #sismos #chile #sismo https://twitter.com/sismos_dot_cl/status/1128916080787955712 …|0|0|0|1128927378841985024|https://twitter.com/AlertaVR/status/1128927378841985024|3426754877|2019-05-16 07:37:16+00:00|Thu May 16 07:37:16 +0000 2019||#Sismo #SismoChile #Temblor #Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/StHmjE,https://twitter.com/sismos_dot_cl/status/1128916080787955712
AlertaVR|sismos_dot_cl|#Sismo #SismoChile #Temblor 3.9 – 88 km al SE de Socaire https://goo.gl/fb/of87Xk #Terremoto #Temblor #sismos #chile #sismo https://twitter.com/sismos_dot_cl/status/1128916079370153984 …|0|0|0|1128927377273315328|https://twitter.com/AlertaVR/status/1128927377273315328|3426754877|2019-05-16 07:37:15+00:00|Thu May 16 07:37:15 +0000 2019||#Sismo #SismoChile #Temblor #Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/of87Xk,https://twitter.com/sismos_dot_cl/status/1128916079370153984
AlertaVR|sismos_dot_cl|#Sismo #SismoChile #Temblor 3.1 – 44 km al O de San Pedro de Atacama https://goo.gl/fb/QNEVvu #Terremoto #Temblor #sismos #chile #sismo https://twitter.com/sismos_dot_cl/status/1128916077721849856 …|0|0|0|1128927375868211200|https://twitter.com/AlertaVR/status/1128927375868211200|3426754877|2019-05-16 07:37:15+00:00|Thu May 16 07:37:15 +0000 2019||#Sismo #SismoChile #Temblor #Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/QNEVvu,https://twitter.com/sismos_dot_cl/status/1128916077721849856
AlertaVR|sismos_dot_cl|#Sismo #SismoChile #Temblor 4.3 – 57 km al NO de Tocopilla https://goo.gl/fb/CyqN4C #Terremoto #Temblor #sismos #chile #sismo https://twitter.com/sismos_dot_cl/status/1128916076178358272 …|0|0|0|1128927374119231488|https://twitter.com/AlertaVR/status/1128927374119231488|3426754877|2019-05-16 07:37:15+00:00|Thu May 16 07:37:15 +0000 2019||#Sismo #SismoChile #Temblor #Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/CyqN4C,https://twitter.com/sismos_dot_cl/status/1128916076178358272
sismos_dot_cl|None|3.2 – 68 km al NE de Calama https://goo.gl/fb/jkdSPD #Terremoto #Temblor #sismos #chile #sismo|0|2|0|1128916082188800000|https://twitter.com/sismos_dot_cl/status/1128916082188800000|118119011|2019-05-16 06:52:22+00:00|Thu May 16 06:52:22 +0000 2019||#Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/jkdSPD
sismos_dot_cl|None|3.0 – 52 km al N de San Pedro de Atacama https://goo.gl/fb/StHmjE #Terremoto #Temblor #sismos #chile #sismo|0|1|0|1128916080787955712|https://twitter.com/sismos_dot_cl/status/1128916080787955712|118119011|2019-05-16 06:52:22+00:00|Thu May 16 06:52:22 +0000 2019||#Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/StHmjE
sismos_dot_cl|None|3.9 – 88 km al SE de Socaire https://goo.gl/fb/of87Xk #Terremoto #Temblor #sismos #chile #sismo|0|1|0|1128916079370153984|https://twitter.com/sismos_dot_cl/status/1128916079370153984|118119011|2019-05-16 06:52:22+00:00|Thu May 16 06:52:22 +0000 2019||#Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/of87Xk
sismos_dot_cl|None|3.1 – 44 km al O de San Pedro de Atacama https://goo.gl/fb/QNEVvu #Terremoto #Temblor #sismos #chile #sismo|0|2|0|1128916077721849856|https://twitter.com/sismos_dot_cl/status/1128916077721849856|118119011|2019-05-16 06:52:21+00:00|Thu May 16 06:52:21 +0000 2019||#Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/QNEVvu
sismos_dot_cl|None|4.3 – 57 km al NO de Tocopilla https://goo.gl/fb/CyqN4C #Terremoto #Temblor #sismos #chile #sismo|0|1|0|1128916076178358272|https://twitter.com/sismos_dot_cl/status/1128916076178358272|118119011|2019-05-16 06:52:21+00:00|Thu May 16 06:52:21 +0000 2019||#Terremoto #Temblor #sismos #chile #sismo||https://goo.gl/fb/CyqN4C
earthquakevt|None|#Ecuador: Un sismo moderado de magnitud mb=4.8, se registró a 135 KM al Este de #Macas, provincia de #MoronaSantiago. Tuvo una profundidad de 137,4 KM. More info: https://on.doi.gov/2JKtCjh ¿Sintió el sismo?, ¡cuéntanos! #EQVT, #quake, #earthquake, #seísmo, #sismo, #temblor, #terremoto. pic.twitter.com/PhWzHy2nV9|2|1|0|1128879898410541057|https://twitter.com/earthquakevt/status/1128879898410541057|352358792|2019-05-16 04:28:36+00:00|Thu May 16 04:28:36 +0000 2019||#Ecuador #Macas #MoronaSantiago #EQVT #quake #earthquake #seísmo #sismo #temblor #terremoto||https://on.doi.gov/2JKtCjh
ESPECIGEST|None|#SISMO   Revisado 2019-05-15 20:50:54 TL Magnitud:3.58 Profundidad: 4.68 km, a 14.73km de San Gabriel, #Carchi, #Ecuador Latitud: 0.7137 Longitud:-77.8868 #EG #Georiesgos #earthquake #jishin #quake #temblor #terremoto #SePreventivo #SeResilientepic.twitter.com/6jM2TBhxkQ|1|1|0|1128856334651334658|https://twitter.com/ESPECIGEST/status/1128856334651334658|1592035789|2019-05-16 02:54:57+00:00|Thu May 16 02:54:57 +0000 2019||#SISMO #Carchi #Ecuador #EG #Georiesgos #earthquake #jishin #quake #temblor #terremoto #SePreventivo #SeResilientepic||
ESPECIGEST|None|#SISMO   Revisado 2019-05-15 19:23:56 TL Magnitud:3.53 Profundidad: 8.12 km, a 74.01km de $Huaquillas,El Oro, #Ecuador, Latitud: -3.4953 Longitud:-80.8889 #EG #Georiesgos #earthquake #jishin #quake #temblor #terremoto #SePreventivo #SeResilientepic.twitter.com/8NWWkQONQy|0|0|0|1128856058980687872|https://twitter.com/ESPECIGEST/status/1128856058980687872|1592035789|2019-05-16 02:53:52+00:00|Thu May 16 02:53:52 +0000 2019||#SISMO #Ecuador #EG #Georiesgos #earthquake #jishin #quake #temblor #terremoto #SePreventivo #SeResilientepic||
ESPECIGEST|None|#SISMO   Revisado 2019-05-15 08:14:15 TL Magnitud:3.91 Profundidad: 10.00 km, a 28.69km de San Gabriel, #Carchi, #Ecuador, Latitud: 0.7569 Longitud:-78.0289 #EG #Georiesgos #earthquake #jishin #quake #temblor #terremoto #SePreventivo #SeResilientepic.twitter.com/MFopKeNiqP|0|0|0|1128855689366056962|https://twitter.com/ESPECIGEST/status/1128855689366056962|1592035789|2019-05-16 02:52:24+00:00|Thu May 16 02:52:24 +0000 2019||#SISMO #Carchi #Ecuador #EG #Georiesgos #earthquake #jishin #quake #temblor #terremoto #SePreventivo #SeResilientepic||
earthquakevt|None|#PapuaNewGuinea: A strong #earthquake of magnitude Mww=5.7, was registered at 95 KM SSW of #Taron, #NewIreland province. Depth: 25,3 KM. More info: https://on.doi.gov/2VISD5J Did you feel this earthquake?, Tell us!. #EQVT, #quake, #seísmo, #sismo, #temblor, #terremoto, #gempa, #Erdbeben.pic.twitter.com/jBX7KYmsrv|3|5|0|1128845835951845376|https://twitter.com/earthquakevt/status/1128845835951845376|352358792|2019-05-16 02:13:14+00:00|Thu May 16 02:13:14 +0000 2019||#PapuaNewGuinea #earthquake #Taron #NewIreland #EQVT #quake #seísmo #sismo #temblor #terremoto #gempa #Erdbeben||https://on.doi.gov/2VISD5J
ElMAQUINAJULIAN|None|#Sismo 5.5 en #Argentina ( #SanJuan) - 15 de Mayo del 2019 - #Temblor #terremoto #earthquake #mendoza #caturritotv #caturrito #fuerte #santiago #valpo #viña #concon #rancagua #pichilemu #elsalvador #temblorsv #sismosv https://youtu.be/HzaJ2ggmJ5o vía @YouTube|1|1|0|1128839400555778048|https://twitter.com/ElMAQUINAJULIAN/status/1128839400555778048|944622152929677313|2019-05-16 01:47:40+00:00|Thu May 16 01:47:40 +0000 2019|@YouTube|#Sismo #Argentina #SanJuan #Temblor #terremoto #earthquake #mendoza #caturritotv #caturrito #fuerte #santiago #valpo #viña #concon #rancagua #pichilemu #elsalvador #temblorsv #sismosv||https://youtu.be/HzaJ2ggmJ5o
ChileAlertaApp|None|Atención En este momento esta ocurriendo un evento sísmico en la región #Metropolitana. https://goo.gl/XWHGvS #Temblor #Sismo #Terremoto ID:9tinc|6|9|0|1128836603319902209|https://twitter.com/ChileAlertaApp/status/1128836603319902209|860969331294949376|2019-05-16 01:36:33+00:00|Thu May 16 01:36:33 +0000 2019||#Metropolitana #Temblor #Sismo #Terremoto||https://goo.gl/XWHGvS
earthquakevt|None|#Argentina: Un sismo moderado de magnitud M5.1, se registró en la provincia de #SanJuan. Tuvo una profundidad de 105 KM. (PRELIM.). ¿Sintió el sismo?, ¡cuéntanos!. #EQVT, #earthquake, #seísmo, #sismo, #temblor, #terremoto. pic.twitter.com/419jd7q7Pf|11|10|1|1128824446213611521|https://twitter.com/earthquakevt/status/1128824446213611521|352358792|2019-05-16 00:48:15+00:00|Thu May 16 00:48:15 +0000 2019||#Argentina #SanJuan #EQVT #earthquake #seísmo #sismo #temblor #terremoto||
ChileAlertaApp|None|Atención En este momento esta ocurriendo un evento sísmico en la región de #Coquimbo. https://goo.gl/XWHGvS #Temblor #Sismo #Terremoto ID:QFWy8|5|3|1|1128820933148467200|https://twitter.com/ChileAlertaApp/status/1128820933148467200|860969331294949376|2019-05-16 00:34:17+00:00|Thu May 16 00:34:17 +0000 2019||#Coquimbo #Temblor #Sismo #Terremoto||https://goo.gl/XWHGvS
username|to|text|retweets|favorites|replies|id|permalink|author_id|date|formatted_date|mentions|hashtags|geo|urls
earthquakevt|None|#PapuaNewGuinea: A very strong #earthquake of magnitude Mww=6.0, was registered at 12 KM SSW of #Taron, #NewIreland province. Depth: 27,4 KM. More info: https://on.doi.gov/2W8VnZr Did you feel this earthquake?, Tell us!. #EQVT, #quake, #seísmo, #sismo, #temblor, #terremoto, #Erdbeben.pic.twitter.com/Img3wNt2R1|8|8|0|1129525114012340225|https://twitter.com/earthquakevt/status/1129525114012340225|352358792|2019-05-17 23:12:27+00:00|Fri May 17 23:12:27 +0000 2019||#PapuaNewGuinea #earthquake #Taron #NewIreland #EQVT #quake #seísmo #sismo #temblor #terremoto #Erdbeben||https://on.doi.gov/2W8VnZr
Emergenza24|None|UPDATE [18.05-00:30] New Britain #Papua New Guinea - STRONG #EARTHQUAKE - FUERTE #TEMBLOR #SISMO - FORTE #TERREMOTO - (00:37 UTC+2) M 5.7 pic.twitter.com/NPRb7eUZsC|3|0|0|1129519415144402944|https://twitter.com/Emergenza24/status/1129519415144402944|604883587|2019-05-17 22:49:48+00:00|Fri May 17 22:49:48 +0000 2019||#Papua #EARTHQUAKE #TEMBLOR #SISMO #TERREMOTO||
ElLuchin1|None|IMPRESIONANTE El MOMENTO Exacto del #Sismo 5.9 10:22 Am H/Salvadoreña 16 de Mayo #ElSalvador Limite #Nicaragua #SanSalvador #Chinandega #BuenViernes #Temblor #Earthquake #SismoSV #TemblorSV #FelizFinDe #Terremoto #17May #Friday #FelizSabado #DiaDelInternetpic.twitter.com/HpS5b03QVl|5|10|0|1129438756547825664|https://twitter.com/ElLuchin1/status/1129438756547825664|825103185723457537|2019-05-17 17:29:18+00:00|Fri May 17 17:29:18 +0000 2019||#Sismo #ElSalvador #Nicaragua #SanSalvador #Chinandega #BuenViernes #Temblor #Earthquake #SismoSV #TemblorSV #FelizFinDe #Terremoto #17May #Friday #FelizSabado #DiaDelInternetpic||
joanpujadas|None|Gigantescas rocas subterráneas «goteando» en Asia podría estar causando cientos de terremotos https://codigooculto.com/2019/05/gigantescas-rocas-subterraneas-goteando-en-asia-podria-estar-causando-cientos-de-terremotos/ … #eurasia #hindukush #india #sismo #temblor #terremoto via @codigoocultocom|0|0|0|1129426290652700672|https://twitter.com/joanpujadas/status/1129426290652700672|136614520|2019-05-17 16:39:46+00:00|Fri May 17 16:39:46 +0000 2019|@codigoocultocom|#eurasia #hindukush #india #sismo #temblor #terremoto||https://codigooculto.com/2019/05/gigantescas-rocas-subterraneas-goteando-en-asia-podria-estar-causando-cientos-de-terremotos/
earthquakevt|None|#Chile: Un sismo moderado de magnitud Mww=5.0, se registro a 45 KM al NNW de #Iquique, región de #Tarapacá. Tuvo una profundidad de 81,7 KM. [UPDATE]. More info: https://on.doi.gov/2Jqv8Ii ¿Sintió el sismo?, ¡cuéntanos!. #EQVT, #quake, #earthquake, #seísmo, #sismo, #temblor, #terremoto. pic.twitter.com/Ettsl5oHB0|0|4|1|1129396532581683200|https://twitter.com/earthquakevt/status/1129396532581683200|352358792|2019-05-17 14:41:31+00:00|Fri May 17 14:41:31 +0000 2019||#Chile #Iquique #Tarapacá #EQVT #quake #earthquake #seísmo #sismo #temblor #terremoto||https://on.doi.gov/2Jqv8Ii
earthquakevt|None|#Chile: Un sismo moderado de magnitud ML=5.3, se registró a 40 KM al SW de #Pisagua, región de #Tarapacá. Tuvo una profundidad de 38 KM. [Prelim.] Source: CSN. ¿Sintió el sismo?, ¡cuéntanos!. *NO #tsunami is expected. #EQVT, #quake, #earthquake, #seísmo, #sismo, #temblor, #terremoto. pic.twitter.com/I29YlUwt8U|10|11|1|1129392727035133953|https://twitter.com/earthquakevt/status/1129392727035133953|352358792|2019-05-17 14:26:23+00:00|Fri May 17 14:26:23 +0000 2019||#Chile #Pisagua #Tarapacá #tsunami #EQVT #quake #earthquake #seísmo #sismo #temblor #terremoto||
ChileAlertaApp|None|Aviso de nuevo boletín de #Tsunami. 5.3 - 40 AL SW DE PISAGUA. 17/05/2019 10:16 - Informativo. #PISAGUA App: https://goo.gl/XWHGvS #Terremoto #sismo #temblor #Earthquake #SHOApic.twitter.com/wlLgteuQso|2|4|1|1129392718004797441|https://twitter.com/ChileAlertaApp/status/1129392718004797441|860969331294949376|2019-05-17 14:26:21+00:00|Fri May 17 14:26:21 +0000 2019||#Tsunami #PISAGUA #Terremoto #sismo #temblor #Earthquake #SHOApic||https://goo.gl/XWHGvS
ChileAlertaApp|None|Atención En este momento esta ocurriendo un evento sísmico en la región de #Tarapacá. https://goo.gl/XWHGvS #Temblor #Sismo #Terremoto ID:shkmb|2|4|1|1129390696895528966|https://twitter.com/ChileAlertaApp/status/1129390696895528966|860969331294949376|2019-05-17 14:18:19+00:00|Fri May 17 14:18:19 +0000 2019||#Tarapacá #Temblor #Sismo #Terremoto||https://goo.gl/XWHGvS
earthquakevt|None|#Algeria: A moderate #earthquake of magnitude mb=4.2, was registered at 7,5 KM SSE of #SourElGhozlane, #Bouïra province. Depth: 10 KM. Source: IGN Avez-vous ressenti le séisme?, Dites-nous! #EQVT, #زلزال, #séisme, #tremblement, #TremblementDeTerre, #seísmo, #sismo, #temblor, #terremoto pic.twitter.com/zZ9g814Sxv|4|7|0|1129366827254128640|https://twitter.com/earthquakevt/status/1129366827254128640|352358792|2019-05-17 12:43:28+00:00|Fri May 17 12:43:28 +0000 2019||#Algeria #earthquake #SourElGhozlane #Bouïra #EQVT #زلزال #séisme #tremblement #TremblementDeTerre #seísmo #sismo #temblor #terremoto||
earthquakevt|None|#Chile: Un sismo moderado de magnitud Mww=5.2, se registró a 151 KM al W de #Constitución, región del #Maule. Tuvo una profundidad de 10 KM. More info: https://on.doi.gov/2JKlIGJ ¿Sintió el sismo?, ¡cuéntanos!. #EQVT, #quake, #earthquake, #seísmo, #sismo, #temblor, #terremoto. pic.twitter.com/w8pDOH5Fo7|1|4|0|1129264151417819136|https://twitter.com/earthquakevt/status/1129264151417819136|352358792|2019-05-17 05:55:29+00:00|Fri May 17 05:55:29 +0000 2019||#Chile #Constitución #Maule #EQVT #quake #earthquake #seísmo #sismo #temblor #terremoto||https://on.doi.gov/2JKlIGJ
ChileAlertaApp|None|Aviso de nuevo boletín de #Tsunami. 5.1 - 141 KM AL W DE CONSTITUCION. 17/05/2019 01:27 - Informativo. #CONSTITUCION App: https://goo.gl/XWHGvS #Terremoto #sismo #temblor #Earthquake #SHOApic.twitter.com/gcZFkBychs|3|4|0|1129260207014666240|https://twitter.com/ChileAlertaApp/status/1129260207014666240|860969331294949376|2019-05-17 05:39:48+00:00|Fri May 17 05:39:48 +0000 2019||#Tsunami #CONSTITUCION #Terremoto #sismo #temblor #Earthquake #SHOApic||https://goo.gl/XWHGvS
earthquakevt|None|#Chile: Un sismo moderado de magnitud M5.2, se registró a 148 KM al W de #Constitución, región del #Maule. Tuvo una profundidad de 10 KM. [PRELIM.] Source: GFZ. ¿Sintió el sismo?, ¡cuéntanos!. *NO #Tsunami is expected #EQVT, #quake, #earthquake, #seísmo, #sismo, #temblor, #terremoto. pic.twitter.com/oj5fPb8lyQ|5|6|1|1129260164543127552|https://twitter.com/earthquakevt/status/1129260164543127552|352358792|2019-05-17 05:39:38+00:00|Fri May 17 05:39:38 +0000 2019||#Chile #Constitución #Maule #Tsunami #EQVT #quake #earthquake #seísmo #sismo #temblor #terremoto||
ChileAlertaApp|None|Atención En este momento esta ocurriendo un evento sísmico en la región de #OHiggins. https://goo.gl/XWHGvS #Temblor #Sismo #Terremoto ID:KPdkx|1|0|0|1129257569791426562|https://twitter.com/ChileAlertaApp/status/1129257569791426562|860969331294949376|2019-05-17 05:29:19+00:00|Fri May 17 05:29:19 +0000 2019||#OHiggins #Temblor #Sismo #Terremoto||https://goo.gl/XWHGvS
ESPECIGEST|None|#SISMO   #SISMO ID: igepn2019jmyy Revisado 2019-05-15 23:04:56 TL Magnitud:5.08 Profundidad: 117.97 km, a 120.82km de #Macas,Morona Santiago, #Ecuador Latitud: -2.5104 Longitud:-77.0476 #EG #Georiesgos #earthquake #jishin #quake #temblor #terremoto #SePreventivo #SeResilientepic.twitter.com/32ab22NnGv|0|2|0|1129224481447317505|https://twitter.com/ESPECIGEST/status/1129224481447317505|1592035789|2019-05-17 03:17:51+00:00|Fri May 17 03:17:51 +0000 2019||#SISMO #SISMO #Macas #Ecuador #EG #Georiesgos #earthquake #jishin #quake #temblor #terremoto #SePreventivo #SeResilientepic||
LaCalera54|None|#Caturrito #Temblor #Meme #Hinchada #Vamos #VamosAGanar #VamosATriunfar #VamosCaturros #Wanderers #GachaLife #Luna #Lunatikos #HijosDeCaturrito #Kirachan75 #Kira #KiraChan #WeAre #Confused #Confundido #Sismo #Terremoto #Huracan #Tifon #Ciclon #Temporada2019pic.twitter.com/7MyrnM8Qss|0|1|0|1129203250358628352|https://twitter.com/LaCalera54/status/1129203250358628352|944620980776906752|2019-05-17 01:53:29+00:00|Fri May 17 01:53:29 +0000 2019||#Caturrito #Temblor #Meme #Hinchada #Vamos #VamosAGanar #VamosATriunfar #VamosCaturros #Wanderers #GachaLife #Luna #Lunatikos #HijosDeCaturrito #Kirachan75 #Kira #KiraChan #WeAre #Confused #Confundido #Sismo #Terremoto #Huracan #Tifon #Ciclon #Temporada2019pic||
ChileAlertaApp|None|Atención En este momento esta ocurriendo un evento sísmico en la región del #Bíobío. https://goo.gl/XWHGvS #Temblor #Sismo #Terremoto ID:z59ty|3|2|0|1129192559329386501|https://twitter.com/ChileAlertaApp/status/1129192559329386501|860969331294949376|2019-05-17 01:11:00+00:00|Fri May 17 01:11:00 +0000 2019||#Bíobío #Temblor #Sismo #Terremoto||https://goo.gl/XWHGvS
earthquakevt|None|#Chile: Un sismo moderado de magnitud mb=4.2, se registró a 61 KM al NNE de #Calama, región de #Antofagasta. Tuvo una profundidad de 112,9 KM. More info: https://on.doi.gov/2VGd5Ew ¿Sintió el sismo?, ¡cuéntanos!. #EQVT, #quake, #earthquake, #seísmo, #sismo, #temblor, #terremoto. pic.twitter.com/v88jDGBB70|1|3|1|1129186123094343680|https://twitter.com/earthquakevt/status/1129186123094343680|352358792|2019-05-17 00:45:25+00:00|Fri May 17 00:45:25 +0000 2019||#Chile #Calama #Antofagasta #EQVT #quake #earthquake #seísmo #sismo #temblor #terremoto||https://on.doi.gov/2VGd5Ew
earthquakevt|None|#Perú: Un sismo moderado de magnitud mb=4.6, se registró a 22 KM al ESE de #MosocCancha, departamento de #Cusco. Tuvo una profundidad de 44,1 KM. More info: https://on.doi.gov/30peTk0 ¿Sintió el sismo?, ¡cuéntanos!. #EQVT, #quake, #earthquake, #seísmo, #sismo, #temblor, #terremoto. pic.twitter.com/BnzbdOSF9A|8|6|0|1129181338798571520|https://twitter.com/earthquakevt/status/1129181338798571520|352358792|2019-05-17 00:26:25+00:00|Fri May 17 00:26:25 +0000 2019||#Perú #MosocCancha #Cusco #EQVT #quake #earthquake #seísmo #sismo #temblor #terremoto||https://on.doi.gov/30peTk0
username|to|text|retweets|favorites|replies|id|permalink|author_id|date|formatted_date|mentions|hashtags|geo|urls
ChileAlertaApp|None|Atención En este momento esta ocurriendo un evento sísmico en la región de #Valparaíso. https://goo.gl/XWHGvS #Temblor #Sismo #Terremoto ID:3bvKP|1|4|1|1129588265739329537|https://twitter.com/ChileAlertaApp/status/1129588265739329537|860969331294949376|2019-05-18 03:23:23+00:00|Sat May 18 03:23:23 +0000 2019||#Valparaíso #Temblor #Sismo #Terremoto||https://goo.gl/XWHGvS
ilustrador|None|Leve pero intenso, así fue el reciente #Temblor #sismo #terremoto pic.twitter.com/mluRdYP3Lr|0|6|0|1129582823185235968|https://twitter.com/ilustrador/status/1129582823185235968|15266528|2019-05-18 03:01:46+00:00|Sat May 18 03:01:46 +0000 2019||#Temblor #sismo #terremoto||
